Unnamed: 0,employee_id,employee_name,area,position,sex,age,antiqueness,marital_status,children,education_level,hobby,succession_plan,succession_plan_skill_1,succession_plan_skill_2,succession_plan_skill_3,performance_measure_skill_1,performance_measure_skill_2,performance_measure_skill_3,position_skill_1,position_skill_2,corporate_skill_1,corporate_skill_2,recommended_course_title_1,recommended_course_link_1,recommended_course_category_1,recommended_course_score_1,recommended_course_title_2,recommended_course_link_2,recommended_course_category_2,recommended_course_score_2,recommended_course_title_3,recommended_course_link_3,recommended_course_category_3,recommended_course_score_3,recommended_course_title_4,recommended_course_link_4,recommended_course_category_4,recommended_course_score_4,recommended_course_title_5,recommended_course_link_5,recommended_course_category_5,recommended_course_score_5
3500,13501,Georgina Massanet,VP Operations - Machine Learning,Ingeniero de Software - Machine Learning_2,F,45,13,Unmarried Union,1,Bachelor,Yoga,Yes,Negotiation Skills,Business Analysis,Goal Setting,Work Relationships,Customer service,Personal Productivity,GCP Associate Cloud Engineer,No,No,No,devops toolkit learn kubernetes with practical exercises,https://www.udemy.com/course/learn-kubernetes-using-google-cloud-gcp-kubernetes-engine/,Tech,0.6201324462890625,learn to build devops pipeline on azure cloud,https://www.udemy.com/course/learn-to-build-devops-pipeline-on-azure-cloud/,Tech,0.5131804943084717,google cloud for machine learning master course,https://www.udemy.com/course/google-cloud/,Tech,0.5037397146224976,machine learning from the scratch using python,https://www.udemy.com/course/machinesarelearning/,Tech,0.236972838640213,,https://www.udemy.com/course/fb-messenger-chatbot/,Marketing,0.23533600568771362
3501,13502,Risa  Halliburton,VP Operations - Machine Learning,Ingeniero de Software - Machine Learning_3,F,41,13,Single,0,Bachelor,Handicrafts,Yes,Business Analysis,Decision Making,Change Management,Communication Skills,Communication Skills,Performance Under Pressure,Azure Developer Associate,No,No,No,machine learning from the scratch using python,https://www.udemy.com/course/machinesarelearning/,Tech,0.236972838640213,,https://www.udemy.com/course/fb-messenger-chatbot/,Marketing,0.23533600568771362,facebook marketing get more results in days,https://www.udemy.com/course/facebook-marketing-for-small-businesses2/,Marketing,0.2341596484184265,the complete communication skills master class for life,https://www.udemy.com/course/the-complete-communication-skills-master-class-for-life/,Business,0.7136310935020447,conversation and communication mastery ,https://www.udemy.com/course/communication-and-conversation-skills/,Business,0.6825956106185913
3502,13503,Kámala Dabbs,VP Operations - Machine Learning,Ingeniero de Software - Machine Learning_4,F,54,4,Unmarried Union,2,Bachelor,Handicrafts,Yes,Change Management,Control Management,Decision Making,Customer service,Remote Collaboration,Assertive Communication,Express JS,No,No,No,machine learning from the scratch using python,https://www.udemy.com/course/machinesarelearning/,Tech,0.236972838640213,,https://www.udemy.com/course/fb-messenger-chatbot/,Marketing,0.23533600568771362,facebook marketing get more results in days,https://www.udemy.com/course/facebook-marketing-for-small-businesses2/,Marketing,0.2341596484184265,management principles,https://www.udemy.com/course/principles-of-management/,Business,0.5631026029586792,introduction to sarbanes oxley sox,https://www.udemy.com/course/sarbanes-oxley-sox-overview/,Finance,0.5625243186950684
3503,13504,Sukenobu Martorello,VP Operations - Machine Learning,Ingeniero de Software - Machine Learning_5,M,40,6,Single,0,Master,Cook,Yes,Change Management,Analytical Skills,Presentation Skills,Teamwork,Assertive Communication,Communication Skills,Google Cloud Developer,No,No,No,machine learning from the scratch using python,https://www.udemy.com/course/machinesarelearning/,Tech,0.236972838640213,,https://www.udemy.com/course/fb-messenger-chatbot/,Marketing,0.23533600568771362,facebook marketing get more results in days,https://www.udemy.com/course/facebook-marketing-for-small-businesses2/,Marketing,0.2341596484184265,new manager training collaborating with your team,https://www.udemy.com/course/new-manager-training-collaborating/,Business,0.6288880109786987,how to supercharge your teamwork team dynamics for success,https://www.udemy.com/course/how-to-get-a-supercharged-team-dynamic-for-better-results/,Business,0.6191359758377075
3504,13505,Keiki  Maybee,VP Operations - Machine Learning,Ingeniero de Software - Machine Learning_6,M,42,3,Divorced,2,Postgraduate,Cycling,Yes,Leadership,Time Management,Goal Setting,Remote Collaboration,Problem analysis,Personal Productivity,Vanila JS,No,No,No,problem analysis tools and techniques,https://www.udemy.com/course/problem-analysis-tools-and-techniques/,Business,0.5962897539138794,root cause analysis and the corrective action process,https://www.udemy.com/course/root-cause-analysis-and-the-8d-corrective-action-process/,Business,0.5133647322654724,principles of cost benefit analysis,https://www.udemy.com/course/principles-of-cost-benefit-analysis/,Business,0.5055107474327087,machine learning from the scratch using python,https://www.udemy.com/course/machinesarelearning/,Tech,0.236972838640213,,https://www.udemy.com/course/fb-messenger-chatbot/,Marketing,0.23533600568771362
3505,13506,Mitch Gastelo,VP Operations - Machine Learning,Ingeniero de Software - Machine Learning_7,M,36,5,Married,2,Bachelor,Travel,Yes,Presentation Skills,Delegation,Leadership,Remote Collaboration,Communication Skills,Decision Making,CSS3,No,No,No,machine learning from the scratch using python,https://www.udemy.com/course/machinesarelearning/,Tech,0.236972838640213,,https://www.udemy.com/course/fb-messenger-chatbot/,Marketing,0.23533600568771362,facebook marketing get more results in days,https://www.udemy.com/course/facebook-marketing-for-small-businesses2/,Marketing,0.2341596484184265,presentation skills for beginners,https://www.udemy.com/course/presentation-skills-for-beginners/,Business,0.9110206365585327,presentation fundamentals effective presentation skills,https://www.udemy.com/course/learn-presentation-skills/,Business,0.8727465867996216
3506,13507,Yuzuru Pavlas,VP Operations - Machine Learning,Ingeniero de Software - Machine Learning_8,M,38,11,Divorced,2,Bachelor,Drawing,Yes,Analytical Skills,Decision Making,Change Management,Innovation and creativity,Innovation and creativity,Problem analysis,Non-Relational Databases,No,No,No,up and running with postgresql ,https://www.udemy.com/course/postgres/,Tech,0.7371804714202881,learn c with windows forms and sql server,https://www.udemy.com/course/csharp6windowsforms/,Tech,0.642604410648346,learn sql with microsoft sql server,https://www.udemy.com/course/learn-sql-with-microsoft-sql-server/,Tech,0.625029444694519,problem analysis tools and techniques,https://www.udemy.com/course/problem-analysis-tools-and-techniques/,Business,0.5962897539138794,root cause analysis and the corrective action process,https://www.udemy.com/course/root-cause-analysis-and-the-8d-corrective-action-process/,Business,0.5133647322654724
3507,13508,Slavko Mateja,VP Operations - Machine Learning,Ingeniero de Software - Machine Learning_9,M,49,24,Married,1,Bachelor,Theater,Yes,Analytical Skills,Teamwork,Delegation,Problem analysis,Customer service,Remote Collaboration,CSS3,No,No,No,problem analysis tools and techniques,https://www.udemy.com/course/problem-analysis-tools-and-techniques/,Business,0.5962897539138794,root cause analysis and the corrective action process,https://www.udemy.com/course/root-cause-analysis-and-the-8d-corrective-action-process/,Business,0.5133647322654724,principles of cost benefit analysis,https://www.udemy.com/course/principles-of-cost-benefit-analysis/,Business,0.5055107474327087,machine learning from the scratch using python,https://www.udemy.com/course/machinesarelearning/,Tech,0.236972838640213,,https://www.udemy.com/course/fb-messenger-chatbot/,Marketing,0.23533600568771362
3508,13509,Alistair Dambolena,VP Operations - Machine Learning,Ingeniero de Software - Machine Learning_10,M,29,2,Married,2,Bachelor,Swimming,Yes,Goal Setting,Customer service,Negotiation Skills,self confidence,Adaptability and Flexibility,Conflict Management,CSS3,No,No,No,machine learning from the scratch using python,https://www.udemy.com/course/machinesarelearning/,Tech,0.236972838640213,,https://www.udemy.com/course/fb-messenger-chatbot/,Marketing,0.23533600568771362,facebook marketing get more results in days,https://www.udemy.com/course/facebook-marketing-for-small-businesses2/,Marketing,0.2341596484184265,create a great career plan,https://www.udemy.com/course/professional-development-goal-planning/,Business,0.6439324617385864,goal setting achievement achieve your goals faster,https://www.udemy.com/course/achievement-masterclass/,Business,0.6128003597259521
3509,13510,Ladislao Navarret,VP Operations - Machine Learning,Ingeniero de Software - Machine Learning_11,M,28,2,Divorced,1,Postgraduate,Soccer,No,No,No,No,Problem analysis,Teamwork,Customer service,Relational Databases,No,No,No,problem analysis tools and techniques,https://www.udemy.com/course/problem-analysis-tools-and-techniques/,Business,0.5962897539138794,root cause analysis and the corrective action process,https://www.udemy.com/course/root-cause-analysis-and-the-8d-corrective-action-process/,Business,0.5133647322654724,principles of cost benefit analysis,https://www.udemy.com/course/principles-of-cost-benefit-analysis/,Business,0.5055107474327087,machine learning from the scratch using python,https://www.udemy.com/course/machinesarelearning/,Tech,0.236972838640213,,https://www.udemy.com/course/fb-messenger-chatbot/,Marketing,0.23533600568771362
3510,13511,Cochi Erickson,VP Operations - Machine Learning,Ingeniero de Software - Machine Learning_12,M,38,3,Single,0,Postgraduate,Drawing,No,No,No,No,Adaptability and Flexibility,Customer service,Personal Productivity,Google Cloud Developer,No,No,No,machine learning from the scratch using python,https://www.udemy.com/course/machinesarelearning/,Tech,0.236972838640213,,https://www.udemy.com/course/fb-messenger-chatbot/,Marketing,0.23533600568771362,facebook marketing get more results in days,https://www.udemy.com/course/facebook-marketing-for-small-businesses2/,Marketing,0.2341596484184265,the complete devops engineer course java kubernetes,https://www.udemy.com/course/the-complete-devops-engineer-course-20-java-kubernetes/,Tech,0.6162485480308533,google cloud for machine learning master course,https://www.udemy.com/course/google-cloud/,Tech,0.6141550540924072
