Unnamed: 0,employee_id,employee_name,area,position,sex,age,antiqueness,marital_status,children,education_level,hobby,succession_plan,succession_plan_skill_1,succession_plan_skill_2,succession_plan_skill_3,performance_measure_skill_1,performance_measure_skill_2,performance_measure_skill_3,position_skill_1,position_skill_2,corporate_skill_1,corporate_skill_2,recommended_course_title_1,recommended_course_link_1,recommended_course_category_1,recommended_course_score_1,recommended_course_title_2,recommended_course_link_2,recommended_course_category_2,recommended_course_score_2,recommended_course_title_3,recommended_course_link_3,recommended_course_category_3,recommended_course_score_3,recommended_course_title_4,recommended_course_link_4,recommended_course_category_4,recommended_course_score_4,recommended_course_title_5,recommended_course_link_5,recommended_course_category_5,recommended_course_score_5
1500,11501,Casto Jacas,VP Operations - Design,Vicepresidente de Operaciones - Diseño Corporativo,M,55,26,Unmarried Union,3,Master,Cinema and TV,Yes,Business Analysis,Leadership,Control Management,Work Relationships,Personal Productivity,Problem analysis,R Studio,No,Corporate Governance,No,problem analysis tools and techniques,https://www.udemy.com/course/problem-analysis-tools-and-techniques/,Business,0.5962897539138794,root cause analysis and the corrective action process,https://www.udemy.com/course/root-cause-analysis-and-the-8d-corrective-action-process/,Business,0.5133647322654724,principles of cost benefit analysis,https://www.udemy.com/course/principles-of-cost-benefit-analysis/,Business,0.5055107474327087,machine learning from the scratch using python,https://www.udemy.com/course/machinesarelearning/,Tech,0.236972838640213,,https://www.udemy.com/course/fb-messenger-chatbot/,Marketing,0.23533600568771362
1501,11502,Kripesh Errobidarte,VP Operations - Design,Asistente Vicepresidente Op. Diseño Corporativo,M,31,4,Divorced,2,Master,Cook,No,No,No,No,Personal Productivity,Communication Skills,Remote Collaboration,No,No,No,No,virtual teams design your successful remote team culture,https://www.udemy.com/course/virtual-team-culture/,Business,0.6069716215133667,six steps to leading productive meetings,https://www.udemy.com/course/leading-productive-meetings/,Business,0.5526269674301147,mastering microsoft teams ,https://www.udemy.com/course/mastering-microsoft-teams/,Productivity,0.5524541735649109,machine learning from the scratch using python,https://www.udemy.com/course/machinesarelearning/,Tech,0.236972838640213,,https://www.udemy.com/course/fb-messenger-chatbot/,Marketing,0.23533600568771362
1502,11503,Abdalá Laughman,VP Operations - Design,Gerente Corporativo de Proyectos - Diseño,M,47,13,Unmarried Union,1,Master,Pilates,Yes,Decision Making,Business Analysis,Goal Setting,Work Relationships,Remote Collaboration,Problem analysis,R Studio,No,Corporate Governance,Advanced English,problem analysis tools and techniques,https://www.udemy.com/course/problem-analysis-tools-and-techniques/,Business,0.5962897539138794,root cause analysis and the corrective action process,https://www.udemy.com/course/root-cause-analysis-and-the-8d-corrective-action-process/,Business,0.5133647322654724,principles of cost benefit analysis,https://www.udemy.com/course/principles-of-cost-benefit-analysis/,Business,0.5055107474327087,machine learning from the scratch using python,https://www.udemy.com/course/machinesarelearning/,Tech,0.236972838640213,,https://www.udemy.com/course/fb-messenger-chatbot/,Marketing,0.23533600568771362
1503,11504,Homero Lech,VP Operations - Design,Gerente Corporativo de Seguridad - Diseño,M,36,8,Married,4,Master,Writing,No,No,No,No,Innovation and creativity,Work Relationships,Teamwork,R Studio,No,Corporate Governance,No,machine learning from the scratch using python,https://www.udemy.com/course/machinesarelearning/,Tech,0.236972838640213,,https://www.udemy.com/course/fb-messenger-chatbot/,Marketing,0.23533600568771362,facebook marketing get more results in days,https://www.udemy.com/course/facebook-marketing-for-small-businesses2/,Marketing,0.2341596484184265,conversation and communication mastery ,https://www.udemy.com/course/communication-and-conversation-skills/,Business,0.5550342798233032,manage your boss accelerate your career,https://www.udemy.com/course/manage-boss/,Business,0.5091100931167603
1504,11505,Toshihide Harbough,VP Operations - Design,Gerente Corporativo de Ingeniería de Software - Diseño,M,48,11,Single,0,Master,Camping,No,No,No,No,Remote Collaboration,Customer service,Problem analysis,R Studio,No,Corporate Governance,Advanced English,problem analysis tools and techniques,https://www.udemy.com/course/problem-analysis-tools-and-techniques/,Business,0.5962897539138794,root cause analysis and the corrective action process,https://www.udemy.com/course/root-cause-analysis-and-the-8d-corrective-action-process/,Business,0.5133647322654724,principles of cost benefit analysis,https://www.udemy.com/course/principles-of-cost-benefit-analysis/,Business,0.5055107474327087,machine learning from the scratch using python,https://www.udemy.com/course/machinesarelearning/,Tech,0.236972838640213,,https://www.udemy.com/course/fb-messenger-chatbot/,Marketing,0.23533600568771362
1505,11506,Casia Hallerman,VP Operations - Design,Gerente Corporativo de Pruebas - Diseño,F,48,4,Unmarried Union,1,Master,Music,No,No,No,No,Communication Skills,Innovation and creativity,Remote Collaboration,R Studio,No,Corporate Governance,No,machine learning from the scratch using python,https://www.udemy.com/course/machinesarelearning/,Tech,0.236972838640213,,https://www.udemy.com/course/fb-messenger-chatbot/,Marketing,0.23533600568771362,facebook marketing get more results in days,https://www.udemy.com/course/facebook-marketing-for-small-businesses2/,Marketing,0.2341596484184265,the complete communication skills master class for life,https://www.udemy.com/course/the-complete-communication-skills-master-class-for-life/,Business,0.7136310935020447,conversation and communication mastery ,https://www.udemy.com/course/communication-and-conversation-skills/,Business,0.6825956106185913
1506,11507,Dnyandeo Erwin,VP Operations - Design,Gerente de Proyectos Zona 1 - Diseño_1,M,39,5,Unmarried Union,2,Bachelor,Camping,Yes,Customer service,Delegation,Analytical Skills,Decision Making,self confidence,Problem analysis,Negotiation Skills,No,Corporate Governance,No,problem analysis tools and techniques,https://www.udemy.com/course/problem-analysis-tools-and-techniques/,Business,0.5962897539138794,root cause analysis and the corrective action process,https://www.udemy.com/course/root-cause-analysis-and-the-8d-corrective-action-process/,Business,0.5133647322654724,principles of cost benefit analysis,https://www.udemy.com/course/principles-of-cost-benefit-analysis/,Business,0.5055107474327087,machine learning from the scratch using python,https://www.udemy.com/course/machinesarelearning/,Tech,0.236972838640213,,https://www.udemy.com/course/fb-messenger-chatbot/,Marketing,0.23533600568771362
1507,11508,Wilbert Gerrald,VP Operations - Design,Gerente de Proyectos Zona 1 - Diseño_3,M,44,5,Divorced,2,Postgraduate,Fishing,No,No,No,No,self confidence,Teamwork,Personal Productivity,Change Management,No,Corporate Governance,No,machine learning from the scratch using python,https://www.udemy.com/course/machinesarelearning/,Tech,0.236972838640213,,https://www.udemy.com/course/fb-messenger-chatbot/,Marketing,0.23533600568771362,facebook marketing get more results in days,https://www.udemy.com/course/facebook-marketing-for-small-businesses2/,Marketing,0.2341596484184265,new manager training collaborating with your team,https://www.udemy.com/course/new-manager-training-collaborating/,Business,0.6288880109786987,how to supercharge your teamwork team dynamics for success,https://www.udemy.com/course/how-to-get-a-supercharged-team-dynamic-for-better-results/,Business,0.6191359758377075
1508,11509,Nobuki Mattie,VP Operations - Design,Gerente de Proyectos Zona 2 - Diseño_2,M,55,9,Married,1,Postgraduate,Swimming,No,No,No,No,Innovation and creativity,Problem analysis,Teamwork,Lean Manufacturing y Scrum,No,Corporate Governance,No,problem analysis tools and techniques,https://www.udemy.com/course/problem-analysis-tools-and-techniques/,Business,0.5962897539138794,root cause analysis and the corrective action process,https://www.udemy.com/course/root-cause-analysis-and-the-8d-corrective-action-process/,Business,0.5133647322654724,principles of cost benefit analysis,https://www.udemy.com/course/principles-of-cost-benefit-analysis/,Business,0.5055107474327087,machine learning from the scratch using python,https://www.udemy.com/course/machinesarelearning/,Tech,0.236972838640213,,https://www.udemy.com/course/fb-messenger-chatbot/,Marketing,0.23533600568771362
1509,11510,Greg Jacot,VP Operations - Design,Gerente de Proyectos Zona 3 - Diseño_1,M,38,3,Unmarried Union,1,Master,Swimming,Yes,Delegation,Customer service,Analytical Skills,Innovation and creativity,Work Relationships,Critical Thinking,Lean Manufacturing y Scrum,No,Corporate Governance,No,agile scrum fundamentalsscrum masterscrum certification,https://www.udemy.com/course/agile-scrum-training/,Tech,0.6665723919868469,intro to project management with and agile,https://www.udemy.com/course/intro-project-management/,Business,0.5974559783935547,lean leadership skills lean culture lean management,https://www.udemy.com/course/lean-leadership-lean-culture-change-management/,Business,0.5800797939300537,conversation and communication mastery ,https://www.udemy.com/course/communication-and-conversation-skills/,Business,0.5550342798233032,manage your boss accelerate your career,https://www.udemy.com/course/manage-boss/,Business,0.5091100931167603
1510,11511,Junichiro Halbrooks,VP Operations - Design,Gerente de Proyectos Zona 3 - Diseño_2,M,37,1,Single,0,Master,Hiking,No,No,No,No,Critical Thinking,Teamwork,Work Relationships,Budget Management,No,Corporate Governance,No,machine learning from the scratch using python,https://www.udemy.com/course/machinesarelearning/,Tech,0.236972838640213,,https://www.udemy.com/course/fb-messenger-chatbot/,Marketing,0.23533600568771362,facebook marketing get more results in days,https://www.udemy.com/course/facebook-marketing-for-small-businesses2/,Marketing,0.2341596484184265,conversation and communication mastery ,https://www.udemy.com/course/communication-and-conversation-skills/,Business,0.5550342798233032,manage your boss accelerate your career,https://www.udemy.com/course/manage-boss/,Business,0.5091100931167603
